company_name,company_rating,industry,size,type,years_old,location
Tops Infosolutions,4.4,IT Services & Consulting,51-200 Employees,,8,Ahmedabad
Mahindra & Mahindra,4.2,Automobile,1 Lakh+ Employees,Public,79,Ahmedabad
Motilal Oswal Financial Services,3.8,Financial Services,10k-50k Employees,Public,37,Ahmedabad
Mahindra Holidays & Resorts,3.6,Hospitality,5k-10k Employees,,28,Ahmedabad
Ernst & Young,3.6,Management Consulting,50k-1 Lakh Employees,,22,Ahmedabad
_VOIS,4.0,IT Services & Consulting,10k-50k Employees,,18,Ahmedabad
Havells,4.1,Electrical Equipment,5k-10k Employees,Public,41,Ahmedabad
Bureau Veritas,4.0,Other,1k-5k Employees,Forbes Global 2000,196,Ahmedabad
Lakshya Powertech,4.3,,201-500 Employees,,12,Ahmedabad
Light Microfinance,4.1,NBFC,1k-5k Employees,,30,Ahmedabad
Scanpoint Geomatics,3.8,IT Services & Consulting,51-200 Employees,Public,32,Ahmedabad
Vini Cosmetics,3.7,Beauty & Personal Care,201-500 Employees,,15,Ahmedabad
HyFun Foods,4.2,Food Processing,501-1k Employees,,62,Ahmedabad
PwC,3.6,Management Consulting,10k-50k Employees,Conglomerate,144,Ahmedabad
ASC Technology Solutions,4.4,Engineering & Construction,51-200 Employees,,,Ahmedabad
ISyncEvolution,4.8,IT Services & Consulting,51-200 Employees,,6,Ahmedabad
Addrec Solutions,4.1,Recruitment,11-50 Employees,,19,Ahmedabad
Indian Army,4.7,Defence & Aerospace,1 Lakh+ Employees,Public,129,Ahmedabad
Thermax Limited,4.2,Industrial Machinery,1k-5k Employees,Public,58,Ahmedabad
CIGNEX,3.9,IT Services & Consulting,501-1k Employees,,24,Ahmedabad
InterGlobe Aviation,3.6,Aviation,10k-50k Employees,Fortune India 500,19,Ahmedabad
CMS IT Services,3.2,IT Services & Consulting,5k-10k Employees,Startup,10,Ahmedabad
Reliance Communications,4.0,Telecom,201-500 Employees,Public,22,Ahmedabad
Value Chain Solutions,3.3,Logistics,51-200 Employees,,18,Ahmedabad
Procter & Gamble,4.2,FMCG,1k-5k Employees,Public,187,Ahmedabad
Lodestone Software Services,3.8,IT Services & Consulting,11-50 Employees,,19,Ahmedabad
CareEdge Ratings,2.9,Financial Services,501-1k Employees,Public,31,Ahmedabad
Adarsh Credit Co-Operative Society,4.0,Investment Banking / Venture Capital / Private Equity,1k-5k Employees,,25,Ahmedabad
VC ERP Consulting,4.0,IT Services & Consulting,51-200 Employees,,23,Ahmedabad
UNO Minda,4.1,Auto Components,201-500 Employees,Fortune India 500,66,Ahmedabad
Minda Kosei Aluminum Wheel,4.0,Auto Components,501-1k Employees,,9,Ahmedabad
Streebo,3.6,IT Services & Consulting,51-200 Employees,,,Ahmedabad
SMFG India Credit,4.1,NBFC,10k-50k Employees,,17,Ahmedabad
Tata AIA Life Insurance,4.1,Insurance,10k-50k Employees,,23,Ahmedabad
Sakar Healthcare,3.6,Pharma,51-200 Employees,Public,20,Ahmedabad
Kevin Process Technologies,3.9,Industrial Machinery,201-500 Employees,,29,Ahmedabad
SBI Life Insurance Company,3.9,Insurance,10k-50k Employees,,23,Ahmedabad
Interactive Manpower Solutions,3.8,Recruitment,201-500 Employees,,18,Ahmedabad
McDonald's,4.2,Hospitality,1k-5k Employees,Forbes Global 2000,69,Ahmedabad
Tata Teleservices,4.1,Telecom,201-500 Employees,Public,28,Ahmedabad
Meru Accounting,3.1,,11-50 Employees,,11,Ahmedabad
Godrej & Boyce Manufacturing,4.0,Consumer Electronics & Appliances,10k-50k Employees,Fortune India 500,127,Ahmedabad
Muthoot Finance,3.6,NBFC,10k-50k Employees,Public,85,Ahmedabad
Manubhai Shah,3.7,Accounting & Auditing,501-1k Employees,,49,Ahmedabad
Techdefence,4.0,Internet,51-200 Employees,,7,Ahmedabad
V-Trans,4.1,Logistics,1k-5k Employees,Public,66,Ahmedabad
Puniska Healthcare,4.0,Pharma,501-1k Employees,,7,Ahmedabad
Narayana Health,4.2,Healthcare,10k-50k Employees,Fortune India 500,24,Ahmedabad
ReNew,4.3,Power,1k-5k Employees,,13,Ahmedabad
Brilworks,4.6,Software Product,51-200 Employees,Startup,5,Ahmedabad
Nirma University,3.8,Education & Training,201-500 Employees,,21,Ahmedabad
Blue Star,4.1,Consumer Electronics & Appliances,1k-5k Employees,Public,81,Ahmedabad
Sanghi Cement,3.8,Building Material,501-1k Employees,,,Ahmedabad
iFlair Web Technologies,4.1,IT Services & Consulting,201-500 Employees,,20,Ahmedabad
SAL Hospital & Medical Institute,4.4,Healthcare,201-500 Employees,,23,Ahmedabad
Dash Technologies Inc,4.4,IT Services & Consulting,201-500 Employees,,14,Ahmedabad
Cholamandalam MS General Insurance,3.9,Insurance,1k-5k Employees,,23,Ahmedabad
Techify Solutions,4.7,Software Product,51-200 Employees,,8,Ahmedabad
Meteoric Biopharmaceuticals,4.1,,51-200 Employees,,,Ahmedabad
Belrise Industries,3.8,Auto Components,10k-50k Employees,,28,Ahmedabad
Harsha Abakus Solar,4.6,Power,51-200 Employees,,14,Ahmedabad
Kiwiqa Services,4.1,IT Services & Consulting,11-50 Employees,,15,Ahmedabad
Johnson Controls Hitachi Air Conditioning,3.7,Consumer Electronics & Appliances,,,,Ahmedabad
Fibre2fashion.com,4.1,Fashion & Textile,51-200 Employees,,24,Ahmedabad
Ratnaafin Capital,4.4,NBFC,201-500 Employees,,6,Ahmedabad
GaneshaSpeaks.com,4.2,Internet,,,,Ahmedabad
Exide Industries,3.6,Auto Components,5k-10k Employees,Public,77,Ahmedabad
Rushil Decor,4.2,Building Material,501-1k Employees,Public,30,Ahmedabad
G M Tea Packers Pvt. Ltd,4.5,FMCG,201-500 Employees,,13,Ahmedabad
KloudScript,3.8,Software Product,51-200 Employees,,,Ahmedabad
Qarmatek Services,3.5,Facility Management Services,11-50 Employees,,13,Ahmedabad
PAVIT CERAMICS ( P),3.5,Building Material,501-1k Employees,,24,Ahmedabad
Zymr Systems,3.3,IT Services & Consulting,201-500 Employees,,12,Ahmedabad
Secure Meters,4.1,Electronics Manufacturing,1k-5k Employees,Public,37,Ahmedabad
Sekhani Industries,3.6,FMCG,51-200 Employees,,54,Ahmedabad
Thomson Reuters,4.2,Software Product,5k-10k Employees,Forbes Global 2000,16,Ahmedabad
Hindustan Gold Industries,4.5,Metals & Mining,51-200 Employees,,4,Ahmedabad
Webindia,4.3,IT Services & Consulting,51-200 Employees,,16,Ahmedabad
Evision Technoserve,4.7,Recruitment,51-200 Employees,,12,Ahmedabad
Yudiz Solutions,3.7,Software Product,201-500 Employees,Public,13,Ahmedabad
Synoverge Technologies,3.7,IT Services & Consulting,201-500 Employees,,14,Ahmedabad
Educational Initiatives,3.9,EdTech,201-500 Employees,,23,Ahmedabad
Just Dogs,4.3,Internet,,,13,Ahmedabad
5Paisa Capital Limited,4.0,Financial Services,501-1k Employees,Public,9,Ahmedabad
Lumax Industries,4.0,Auto Components,1k-5k Employees,Public,79,Ahmedabad
Parle Elizabeth Tools,3.7,Industrial Machinery,201-500 Employees,,16,Ahmedabad
Siemens Energy,4.2,Power,1k-5k Employees,,177,Ahmedabad
Caterpillar Signs,3.6,Printing & Publishing,,,,Ahmedabad
Hilex,3.8,Automobile,201-500 Employees,,78,Ahmedabad
Bajaj Allianz General Insurance,4.0,Insurance,5k-10k Employees,,,Ahmedabad
Harsha Engineers International,4.0,,,,,Ahmedabad
Vee Gee Auto Components,3.9,,,,8,Ahmedabad
Meghmani Industries,3.7,Agro Chemicals,1-10 Employees,Public,38,Ahmedabad
Gcs Medical College Hospital Research Centre,4.0,Healthcare,501-1k Employees,,63,Ahmedabad
Courtyard by Marriott,4.2,Hospitality,1k-5k Employees,Public,97,Ahmedabad
RSPL Group,4.2,FMCG,10k-50k Employees,,36,Ahmedabad
Aakash Educational Services,3.6,EdTech,5k-10k Employees,,36,Ahmedabad
Cipla,4.1,Pharma,10k-50k Employees,Public,89,Ahmedabad
Acute Informatics,3.3,IT Services & Consulting,201-500 Employees,,19,Ahmedabad
Phenix Construction Technologies,4.0,Engineering & Construction,1k-5k Employees,,17,Ahmedabad
Unison Globus,3.9,Accounting & Auditing,51-200 Employees,,,Ahmedabad
I Process Services,3.9,Recruitment,1k-5k Employees,,19,Ahmedabad
Eureka Forbes,3.9,Consumer Electronics & Appliances,1k-5k Employees,,42,Ahmedabad
Vasant Masala,4.1,Retail,51-200 Employees,,54,Ahmedabad
Futaba Industrial Gujarat,4.4,Auto Components,51-200 Employees,,,Ahmedabad
Toyoda Gosei Minda,4.2,Auto Components,201-500 Employees,,16,Ahmedabad
Medkart Pharmacy,3.2,Healthcare,201-500 Employees,,10,Ahmedabad
TÜV NORD,3.8,Other,201-500 Employees,,35,Ahmedabad
PVR Cinemas,4.1,Media & Entertainment,1k-5k Employees,Public,27,Ahmedabad
WESTERN AUTO,3.7,Auto Components,,,57,Ahmedabad
Trent,4.1,Retail,10k-50k Employees,Public,26,Ahmedabad
O2H Group,3.9,Clinical Research,501-1k Employees,,19,Ahmedabad
L&T Finance,4.0,NBFC,10k-50k Employees,Public,30,Ahmedabad
Peerbits Solution,2.3,Software Product,201-500 Employees,,13,Ahmedabad
Abbott,4.2,Pharma,10k-50k Employees,Public,136,Ahmedabad
Hypeteq Software Solutions,4.9,,51-200 Employees,,,Ahmedabad
eTeam,3.3,Recruitment,1k-5k Employees,,25,Ahmedabad
SBI Cards & Payment Services,3.8,Financial Services,1k-5k Employees,,26,Ahmedabad
Howe Engineering Projects,4.4,Engineering & Construction,201-500 Employees (Global),,58,Ahmedabad
Topre India,3.9,Auto Components,11-50 Employees,,,Ahmedabad
Oswal Industries,3.6,Financial Services,201-500 Employees,,39,Ahmedabad
Aarvee Associates,4.0,Engineering & Construction,1k-5k Employees,,35,Ahmedabad
Solution Analysts,4.0,IT Services & Consulting,201-500 Employees,,13,Ahmedabad
Erhardt and Leimer,4.2,,51-200 Employees,,105,Ahmedabad
Stallion Laboratories,3.6,Pharma,51-200 Employees,,36,Ahmedabad
Arvind Envisol,3.9,Waste Management,201-500 Employees,,13,Ahmedabad
Kepler Healthcare,3.6,Pharma,51-200 Employees,,11,Ahmedabad
Reliance Digital,4.2,Retail,5k-10k Employees,,17,Ahmedabad
Azkka Pharmaceuticals,4.0,Pharma,11-50 Employees,,8,Ahmedabad
Bajaj Allianz Life Insurance,4.1,Insurance,10k-50k Employees,,23,Ahmedabad
Kotak Mahindara Life Insurance,3.9,Insurance,10k-50k Employees,Public,23,Ahmedabad
KPMG India,3.6,Management Consulting,10k-50k Employees,,37,Ahmedabad
Spinny,3.9,Internet,1k-5k Employees,Indian Unicorn,9,Ahmedabad
Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Ahmedabad
KHS Machinery,4.0,Industrial Machinery,201-500 Employees,,,Ahmedabad
Moon Technolabs,3.9,IT Services & Consulting,201-500 Employees,,15,Ahmedabad
Parle Agro,3.1,Beverage,5k-10k Employees,,40,Ahmedabad
Biomatrix Healthcare,3.6,,11-50 Employees,,17,Ahmedabad
Mansukh Securities & Finance,3.1,Financial Services,51-200 Employees,,36,Ahmedabad
Stridely Solutions,2.9,IT Services & Consulting,201-500 Employees,,18,Ahmedabad
HORIZON MICROTECH,3.3,Industrial Automation,51-200 Employees,,30,Ahmedabad
Adani Realty,3.8,Real Estate,501-1k Employees,,13,Ahmedabad
HDFC Sales,4.1,Financial Services,10k-50k Employees,,20,Ahmedabad
Ambuja Cements,4.0,Building Material,5k-10k Employees,Public,41,Ahmedabad
Magneti Marelli Motherson Auto System,3.9,Auto Components,11-50 Employees,,16,Ahmedabad
ManekTech,3.2,IT Services & Consulting,201-500 Employees,,13,Ahmedabad
Atul Auto,3.9,Automobile,501-1k Employees,Public,38,Ahmedabad
Asite Solutions,3.7,Software Product,201-500 Employees,,,Ahmedabad
Uniza Group,4.1,,1k-5k Employees,,,Ahmedabad
Pahal Financial Services,4.4,NBFC,1k-5k Employees,,30,Ahmedabad
Kotak Mahindra Prime,4.0,NBFC,5k-10k Employees,Public,28,Ahmedabad
UpMan Placements,4.0,Recruitment,201-500 Employees,,22,Ahmedabad
IRM Offshore & Marine Engineers,3.9,Petrochemicals,51-200 Employees,,60,Ahmedabad
Inspiron Engineering,4.0,Engineering & Construction,201-500 Employees,,51,Ahmedabad
SYSTRA,4.1,Engineering & Construction,501-1k Employees,Public,67,Ahmedabad
Jubilant Foods Works,3.9,Hospitality,10k-50k Employees,Public,29,Ahmedabad
Kiran Motors,4.3,Auto Components,501-1k Employees (Global),,38,Ahmedabad
USHA International,4.2,Consumer Electronics & Appliances,1k-5k Employees,Public,90,Ahmedabad
Vijay Sales,4.2,Consumer Electronics & Appliances,1k-5k Employees,,57,Ahmedabad
Grainspan Nutrients,3.8,,51-200 Employees,,12,Ahmedabad
Apollo Pharmacy,3.9,Pharma,10k-50k Employees,,41,Ahmedabad
Pacifica Companies,3.9,Real Estate,201-500 Employees,,46,Ahmedabad
SAI Consulting Engineers,4.4,Engineering & Construction,501-1k Employees,,41,Ahmedabad
Tata AutoComp Systems,3.9,Auto Components,1k-5k Employees,Public,29,Ahmedabad
Bodal Chemicals,3.8,Chemicals / Agri Inputs,201-500 Employees,Public,38,Ahmedabad
Innovsource Services,4.0,Recruitment,1k-5k Employees,,20,Ahmedabad
Evercrest Projects,4.4,Engineering & Construction,11-50 Employees,,10,Ahmedabad
SWISS PARENTERALS,3.7,Pharma,51-200 Employees,,,Ahmedabad
RATNATRIS PHARMACEUTICALS PRIVATE LIMITED,3.9,Pharma,201-500 Employees,,13,Ahmedabad
Ekart Logistics,4.1,Logistics,1k-5k Employees,,15,Ahmedabad
Zydus Pharma,4.1,Pharma,5k-10k Employees,,,Ahmedabad
Sintex-bapl,3.8,Petrochemicals,501-1k Employees,Public,17,Ahmedabad
Accutest Research Laboratories,3.7,Clinical Research,201-500 Employees,,26,Ahmedabad
Krishna Group,4.1,,,,30,Ahmedabad
Ishan Technologies,4.0,Internet,1k-5k Employees,,24,Ahmedabad
XpressBees,3.8,Logistics,5k-10k Employees,Indian Unicorn,9,Ahmedabad
CBRE,4.2,Real Estate,10k-50k Employees,Forbes Global 2000,118,Ahmedabad
Berger Paints,3.8,Chemicals,1k-5k Employees,Public,101,Ahmedabad
Lucent Innovation,4.3,IT Services & Consulting,51-200 Employees,,11,Ahmedabad
Trikon Telesoft Solutions,4.5,Telecom,51-200 Employees,,5,Ahmedabad
Landmark Group,4.1,Retail,1k-5k Employees,Conglomerate,51,Ahmedabad
Synoptek,4.4,IT Services & Consulting,201-500 Employees,,35,Ahmedabad
Axis Direct,3.9,Financial Services,1k-5k Employees,,13,Ahmedabad
Musikaar,4.5,IT Services & Consulting,51-200 Employees,,15,Ahmedabad
Hitachi Hi-Rel Power Electronics,3.6,Electronics Manufacturing,501-1k Employees,,41,Ahmedabad
Infinium Toyota,4.3,Automobile,201-500 Employees,,24,Ahmedabad
Kintech Synergy,4.4,Power,501-1k Employees,,29,Ahmedabad
rao consultants,3.8,Travel & Tourism,51-200 Employees,,22,Ahmedabad
Stovec Industries,3.5,Industrial Machinery,51-200 Employees,Public,51,Ahmedabad
Unipath Specialty Laboratory,4.1,Healthcare,51-200 Employees,,15,Ahmedabad
Suzuki,4.1,Automobile,10k-50k Employees,Forbes Global 2000,10,Ahmedabad
Hester Biosciences,4.2,Biotechnology,201-500 Employees,Public,41,Ahmedabad
Ask Automotive,4.3,Auto Components,5k-10k Employees,,36,Ahmedabad
Bitscape Infotech,3.9,IT Services & Consulting,51-200 Employees,,22,Ahmedabad
The Leela Corporation,5.0,Chemicals,11-50 Employees,,6,Ahmedabad
Qatar Airways,4.4,Aviation,1k-5k Employees,,31,Ahmedabad
Gujarat Gas,4.1,Oil & Gas,1k-5k Employees,Public,44,Ahmedabad
Team Lease,4.0,Recruitment,1k-5k Employees,Public,8,Ahmedabad
Prudent Corporate Advisory Services,4.1,Investment Banking / Venture Capital / Private Equity,501-1k Employees,,24,Ahmedabad
Riddhi Corporate Services,3.9,IT Services & Consulting,11-50 Employees,Public,14,Ahmedabad
Angel One,3.9,FinTech,1k-5k Employees,,,Ahmedabad
Ranjit Buildcon,4.3,Engineering & Construction,,,18,Ahmedabad
Winny Immigration & Education Services,3.4,Legal,51-200 Employees,,42,Ahmedabad
ICICI Home Finance,3.8,NBFC,1k-5k Employees,,25,Ahmedabad
Communication Crafts,3.8,Marketing & Advertising,51-200 Employees,,,Ahmedabad
Mobiquity,4.5,IT Services & Consulting,201-500 Employees,,13,Ahmedabad
Milacron,3.9,,,,,Ahmedabad
Gujarat Heavy Chemicals,4.0,Chemicals,1k-5k Employees,Public,41,Ahmedabad
Corrtech Energy,3.3,Power,51-200 Employees,,24,Ahmedabad
Zydus Animal Health,3.7,Pharma,11-50 Employees,,24,Ahmedabad
Crowne Plaza,4.1,Hospitality,501-1k Employees,Public,41,Ahmedabad
Infinite Civil Solutions,3.7,Engineering & Construction,201-500 Employees,,24,Ahmedabad
Domino's Pizza,4.0,Hospitality,1k-5k Employees,Public,64,Ahmedabad
Poonawalla Fincorp,3.9,NBFC,1k-5k Employees,Public,36,Ahmedabad
Astra Lifecare,4.4,Pharma,51-200 Employees,,20,Ahmedabad
Maharshi Udhyog,3.8,Industrial Machinery,11-50 Employees,,44,Ahmedabad
Perfect Utilities,3.5,Other,501-1k Employees,,24,Ahmedabad
Flora Fountain,5.0,,,,,Ahmedabad
Space Application Centre,4.3,,1k-5k Employees,,58,Ahmedabad
Inox Wind,3.7,Power,501-1k Employees,Public,15,Ahmedabad
JK Cement,4.2,Building Material,1k-5k Employees,Public,49,Ahmedabad
Maruti Techlabs,3.1,IT Services & Consulting,51-200 Employees,,15,Ahmedabad
Spicejet,3.5,Aviation,5k-10k Employees,Public,20,Ahmedabad
IDBI Bank,3.7,Banking,10k-50k Employees,Public,60,Ahmedabad
Godfrey Phillips India,4.1,FMCG,501-1k Employees,Public,91,Ahmedabad
Modex Trading,2.7,,,,,Ahmedabad
The Akshaya Patra Foundation,4.6,Non-Profit,5k-10k Employees,,24,Ahmedabad
Panth Softech,4.1,Software Product,51-200 Employees,,13,Ahmedabad
Titan Company,4.4,Retail,5k-10k Employees,Public,40,Ahmedabad
Ford Business Solutions,4.5,IT Services & Consulting,10k-50k Employees,,26,Ahmedabad
Alpine Health,3.2,Logistics,11-50 Employees (Global),,,Ahmedabad
IBCC Industries,4.0,,,,,Ahmedabad
Baxter Pharmaceutical Solutions LLC.,4.2,Pharma,1k-5k Employees,,93,Ahmedabad
Goyal & Co.,4.0,Engineering & Construction,201-500 Employees,,53,Ahmedabad
Wipro Infotech,4.0,IT Services & Consulting,1 Lakh+ Employees (Global),MNC,79,Ahmedabad
Guhilot Enterprise,4.4,Healthcare,201-500 Employees,,25,Ahmedabad
Rubber King Tyres,3.2,Auto Components,201-500 Employees,,32,Ahmedabad
Gujarat Metro Rail Corporation,3.7,Government,1k-5k Employees,State,,Ahmedabad
indiFOSS Analytical,3.9,,51-200 Employees,,11,Ahmedabad
RBL Bank,3.8,Banking,10k-50k Employees,Public,81,Ahmedabad
TM Systems,3.6,IT Services & Consulting,201-500 Employees (Global),,39,Ahmedabad
APT Business Services,4.2,Accounting & Auditing,,,,Ahmedabad
Kalindee Healthcare,4.3,,,,,Ahmedabad
Airan Consultant,4.1,IT Services & Consulting,51-200 Employees,Public,29,Ahmedabad
Tesla Outsourcing Services,3.9,Engineering & Construction,51-200 Employees,,17,Ahmedabad
Universal Hunt,3.1,Recruitment,201-500 Employees,,17,Ahmedabad
Kalpataru Power Transmission,4.2,Engineering & Construction,1k-5k Employees,Public,43,Ahmedabad
Intech Systems,4.1,IT Services & Consulting,51-200 Employees,,46,Ahmedabad
Rane NSK Steering Systems,4.1,Auto Components,1k-5k Employees,,,Ahmedabad
Neel Metal Products,4.1,Metals & Mining,501-1k Employees,,41,Ahmedabad
Trelleborg,4.1,Industrial Machinery,51-200 Employees,,72,Ahmedabad
Apparel Group India Private Limited,3.6,Retail,1k-5k Employees,,23,Ahmedabad
WebMob Technologies,4.3,IT Services & Consulting,51-200 Employees,,14,Ahmedabad
Oxygen Healthcare Research,3.9,Pharma,501-1k Employees,,19,Ahmedabad
Nimblechapps,4.8,IT Services & Consulting,11-50 Employees,,10,Ahmedabad
R for Rabbit Baby Products,4.5,Internet,11-50 Employees,Startup,10,Ahmedabad
AXIS Solutions,3.7,Industrial Automation,51-200 Employees,,25,Ahmedabad
Lubi Electronics,4.3,Electronics Manufacturing,1k-5k Employees,,59,Ahmedabad
NEPRA Resource Management,4.1,Waste Management,,,,Ahmedabad
Hathi Cement,4.1,Building Material,501-1k Employees,,68,Ahmedabad
ISS Facility Services,4.2,Facility Management Services,10k-50k Employees,,19,Ahmedabad
Evoke HR Solutions,4.2,Recruitment,,,,Ahmedabad
CenturyPly,4.0,Furniture & Furnishing,1k-5k Employees,Public,38,Ahmedabad
CMS Infosystems,3.7,IT Services & Consulting,5k-10k Employees,,16,Ahmedabad
Varun Beverages,4.1,Beverage,5k-10k Employees,Public,29,Ahmedabad
Apttus,4.3,Software Product,201-500 Employees,,18,Ahmedabad
Narmada Bio Chem,3.5,Agro Chemicals,51-200 Employees,,9,Ahmedabad
Ahmedabad Municipal Corporation,4.1,Government,11-50 Employees,,,Ahmedabad
I Global kpo Services llp,2.9,Analytics & KPO,201-500 Employees,,15,Ahmedabad
Innovatics,4.8,Analytics & KPO,11-50 Employees,,5,Ahmedabad
Saffron Lifestyle Traders,4.4,Fashion & Textile,51-200 Employees,,27,Ahmedabad
Capermint Technologies Private Limited,3.5,Software Product,51-200 Employees,,9,Ahmedabad
Dangee Dums,3.6,FMCG,51-200 Employees,Public,13,Ahmedabad
Amul Dairy,4.2,Food Processing,1k-5k Employees,,76,Ahmedabad
Nippon Koei India,4.7,Engineering & Construction,501-1k Employees,,16,Ahmedabad
Fiem Industries,3.8,Auto Components,501-1k Employees,Public,35,Ahmedabad
Cimpress,3.9,Printing & Publishing,1k-5k Employees,,29,Ahmedabad
Ecosmob Technologies,3.2,IT Services & Consulting,51-200 Employees,,18,Ahmedabad
Mindinventory,3.5,IT Services & Consulting,201-500 Employees,,13,Ahmedabad
R.S. Patel & Company,3.7,,51-200 Employees,,,Ahmedabad
Fuji Silvertech Concrete,3.8,,51-200 Employees,,,Ahmedabad
Rkc Infrabuilt,3.7,Engineering & Construction,201-500 Employees,,32,Ahmedabad
Wonder Home Finance,4.7,Financial Services,1k-5k Employees,,7,Ahmedabad
Krishna Shalby Hospital,4.7,Healthcare,51-200 Employees,,30,Ahmedabad
Teksun Microsys,3.5,Consumer Electronics & Appliances,201-500 Employees,,10,Ahmedabad
Modtech Machines,4.4,Industrial Machinery,51-200 Employees,,34,Ahmedabad
Aavas Financiers,4.0,Financial Services,5k-10k Employees,Public,13,Ahmedabad
SPX Flow Technology,4.4,Industrial Machinery,51-200 Employees,,44,Ahmedabad
Spectra Technovision India,3.8,Electronics Manufacturing,51-200 Employees,,25,Ahmedabad
JK Lakshmi Cement,3.9,Building Material,1k-5k Employees,Public,42,Ahmedabad
Lenskart,3.3,Internet,5k-10k Employees,Indian Unicorn,14,Ahmedabad
Intesols,4.1,IT Services & Consulting,51-200 Employees,,13,Ahmedabad
Sarthee Consultancy,4.3,Recruitment,11-50 Employees,,21,Ahmedabad
Kosol Energie,4.2,,51-200 Employees,,,Ahmedabad
Citizen Industries,4.0,Industrial Machinery,201-500 Employees,,37,Ahmedabad
Ashok Leyland,4.1,Automobile,5k-10k Employees,Public,76,Ahmedabad
Piramal Discovery Solutions,3.3,,,,,Ahmedabad
Vagaro,2.9,Software Product,51-200 Employees,,15,Ahmedabad
Somany Ceramics,4.3,Building Material,1k-5k Employees,Public,56,Ahmedabad
MaRS Planning & Engineering Services,4.0,Engineering & Construction,11-50 Employees,,24,Ahmedabad
